playerId,playerName,games_played,icetime,onIce_corsiPercentage,offIce_corsiPercentage,timeOnBench,on_off_corsi_diff,OnIce_F_goals_per60,I_F_dZoneGiveaways_per60,I_F_giveaways_per60,average_TOI,I_F_hits_per60,I_F_takeaways_per60,I_F_points_per60,shotsBlockedByPlayer_per60,I_F_oZoneShiftStarts_per60,I_F_dZoneShiftStarts_per60,I_F_neutralZoneShiftStarts_per60,I_F_flyShiftStarts_per60,I_F_primaryAssists_per60,I_F_secondaryAssists_per60,I_F_goals_per60,average_corsi_influence,total_out_influence
8480304,Jayden Halbgewachs,3,2218.0,0.54,0.47,6821.0,0.07,4.869251577998197,1.623083859332732,1.623083859332732,739.3333333333334,4.869251577998197,1.623083859332732,1.623083859332732,0.0,9.738503155996394,1.623083859332732,9.738503155996394,60.054102795311096,1.623083859332732,0.0,0.0,,
8482634,Alex Steeves,3,1435.0,0.47,0.53,7761.0,-0.06,2.5087108013937285,0.0,0.0,478.3333333333333,2.5087108013937285,7.526132404181184,2.5087108013937285,2.5087108013937285,7.526132404181184,7.526132404181184,15.052264808362368,70.24390243902438,0.0,2.5087108013937285,0.0,,
8480019,Isaac Ratcliffe,10,5824.0,0.45,0.49,23889.0,-0.0399999999999999,1.2362637362637363,0.6181318681318683,0.6181318681318683,582.4,9.890109890109892,0.6181318681318683,1.2362637362637363,4.945054945054946,12.980769230769232,7.417582417582418,17.925824175824175,46.3598901098901,0.6181318681318683,0.0,0.6181318681318683,,
8481604,Pavel Dorofeyev,2,780.0,0.35,0.42,5277.0,-0.07,0.0,0.0,0.0,390.0,0.0,9.230769230769232,0.0,4.615384615384616,9.230769230769232,9.230769230769232,13.846153846153848,64.61538461538461,0.0,0.0,0.0,,
8480858,Cameron Hillis,1,554.0,0.44,0.37,2220.0,0.07,0.0,0.0,0.0,554.0,0.0,0.0,0.0,0.0,0.0,12.99638989169675,19.494584837545126,58.48375451263537,0.0,0.0,0.0,,
8480007,Jonas Rondbjerg,30,17106.0,0.46,0.52,72774.0,-0.06,2.104524728165556,0.8418098912662224,1.052262364082778,570.2,2.525429673798667,1.6836197825324448,1.2627148368993335,2.314977200982112,10.312171168011226,7.365836548579447,13.258505787443,54.5071904594879,0.4209049456331112,0.4209049456331112,0.4209049456331112,,
8482197,Adam Raska,5,2417.0,0.54,0.56,12788.0,-0.02,1.4894497310715762,0.0,2.9788994621431524,483.4,22.341745966073645,0.0,0.0,0.0,10.426148117501036,0.0,10.426148117501036,71.49358709143567,0.0,0.0,0.0,,
8483397,Marc McLaughlin,11,6721.0,0.49,0.61,24665.0,-0.12,2.1425383127510784,0.5356345781877696,1.6069037345633093,611.0,8.034518672816546,1.0712691563755392,1.6069037345633093,1.0712691563755392,11.783960720130931,7.498884094628775,10.712691563755392,56.24163070971581,0.0,0.0,1.6069037345633093,,
8477631,Brandon Baddock,1,446.0,0.3,0.4,2121.0,-0.1,0.0,0.0,0.0,446.0,40.35874439461883,0.0,0.0,0.0,0.0,0.0,8.071748878923767,72.64573991031389,0.0,0.0,0.0,,
8481711,Matias Maccelli,23,17454.0,0.44,0.41,53412.0,0.03,1.4437951185974562,1.4437951185974562,3.50635957373668,758.8695652173913,2.475077346167068,2.062564455139224,0.8250257820556892,1.6500515641113784,7.218975592987281,8.044001375042969,16.70677208662771,48.88277758679959,0.0,0.618769336541767,0.2062564455139223,,
8481004,Josiah Slavin,15,9774.0,0.46,0.47,34988.0,-0.0099999999999999,0.7366482504604052,0.7366482504604052,1.1049723756906076,651.6,4.41988950276243,1.4732965009208103,0.3683241252302026,1.1049723756906076,3.314917127071824,7.734806629834255,12.89134438305709,55.61694290976059,0.3683241252302026,0.0,0.0,,
8481553,Bobby Brink,10,7004.0,0.47,0.48,21332.0,-0.01,2.055968018275271,1.0279840091376355,2.055968018275271,700.4,6.681896059394632,0.5139920045688178,1.5419760137064535,1.0279840091376355,11.82181610508281,5.139920045688178,17.989720159908625,47.80125642490006,1.0279840091376355,0.5139920045688178,0.0,,
8482125,Alexander Holtz,9,5394.0,0.38,0.5,21427.0,-0.12,1.3348164627363737,0.0,0.6674082313681868,599.3333333333334,3.3370411568409346,2.669632925472748,0.6674082313681868,1.3348164627363737,12.68075639599555,5.339265850945495,12.013348164627365,57.39710789766407,0.6674082313681868,0.0,0.0,,
